28.16667, -17.33333, Tenerife, TCI
28.09973, -15.41343, GranCanaria, LPA
28.96302, -13.54769, Lanzarote, ACE
28.50038, -13.86272, Fuerteventura, FUE
28.68351, -17.76421, LaPalma, SPC
27.80628, -17.915779, ElHierro, VDE
28.091631, -17.11331, LaGomera, GMZ
